objectId,coord_ra,coord_dec,source_id,ra_gaia,dec_gaia,separation_arcsec
579578142646084627,4.939379092036805,-71.9087135510223,4689822674816340864,4.938446285990411,-71.908267722675,1.914009586753142
579578142646084936,4.874139843781326,-71.91202751164089,4689822644753028480,4.875603146831392,-71.91228895267966,1.88702107403509
579577455451312751,4.958267881800612,-72.01245422327253,4689809484973017344,4.9577911843059415,-72.01195206384942,1.883851950939108
579578692401894286,5.862365919958403,-71.71767084058904,4689849101753254272,5.863740860720792,-71.71790363617669,1.7644680987471568
579578142646087495,5.119066392548993,-71.85138547411755,4689825153015860736,5.120277063806647,-71.85108117529053,1.7444484323864067
579578692401894275,5.873088589295644,-71.71910122583755,4689850373060970368,5.872989107684371,-71.71862097747058,1.7325398865992807
579578142646082984,4.848036977497185,-71.9437331204416,4689822335517490048,4.847219661561138,-71.94412515154455,1.6803264868427625
579578142646086391,5.134849328701721,-71.87384394912701,4689824328382173824,5.134078398732525,-71.87422552739659,1.622503638168895
579578142646087485,5.149600742657639,-71.85885923603354,4689824397101623552,5.1503283110008535,-71.85847320782024,1.6113238879468303
579578142646083075,5.058246524986505,-71.94959023820026,4689811885859345408,5.057162472638724,-71.9494259135869,1.3461811632922196
579578692401896386,6.086916677871118,-71.68296582221876,4689850471847612672,6.087149692020039,-71.68263271583471,1.2278193580744154
579578142646082614,4.85948620593588,-71.96944120474186,4689810515767512064,4.859992670098571,-71.96915308034029,1.1808368452666214
579578692401893867,5.779478000154789,-71.71774589710422,4689849136112997888,5.779207660962508,-71.71744878039976,1.1123406062682184
579578761121371309,5.505681481999622,-71.736986655227,4689849514070162560,5.504908711792842,-71.73689074516885,0.937695362948353
579578142646087506,5.1390074738747655,-71.85070202197753,4689825153013377408,5.1383905858899555,-71.85055292383517,0.8755834326477878
579578761121370979,5.615588813692851,-71.74385608588206,4689849376631205248,5.61504960539643,-71.74369753634959,0.8340070022729322
579578692401896009,5.714736879660501,-71.69332018242784,4689850063825923840,5.714057068578039,-71.69324484825728,0.8151493120869601
579578761121371322,5.502770676620089,-71.75906824618103,4689849307909191168,5.502133202238654,-71.75911058843802,0.7343231640401693
579577180573402480,6.830069708352615,-71.98586748670412,4689633666205740800,6.829496630652633,-71.98583651212891,0.647688331746123
579578692401894019,5.949533764767919,-71.72819494047468,4689838583377363456,5.949710188481204,-71.7280356257586,0.6071244850317095
579578692401894191,5.735081111009347,-71.73298326473919,4689849028737814528,5.735055777686187,-71.73281709533403,0.598891827956521
579576768256546674,4.80574079274369,-72.22159013782343,4689615489901980544,4.805337564175561,-72.2215606401934,0.4557827249930456
579578142646089184,5.142262979040391,-71.82748672265203,4689825221735298560,5.142008699146235,-71.82740303450936,0.41507057338292525
579576768256548389,4.838381028520848,-72.17313503481661,4689616619467273088,4.838056417644446,-72.17312299021769,0.3603704833352146
579578761121371327,5.487163974633381,-71.74804358444396,4689849514068977664,5.486873795607306,-71.74801811393186,0.3397945317779355
579578142646084619,4.949953633104877,-71.91903834742256,4689822468658169728,4.949663946728487,-71.91906490040054,0.33750707850248984
579578692401894564,6.0794828610052045,-71.69806857416081,4689838720817368704,6.079749995742464,-71.69805614592597,0.30529226534222315
579578761121372274,5.620631102848768,-71.7197233158617,4689849651506503168,5.620685642021516,-71.71979574010692,0.2678784170569887
579578142646086231,5.010772757759507,-71.87812406862439,4689823533814405632,5.0105383340401035,-71.87812470371429,0.2624992853608068
579577455451311916,4.991651030376634,-72.08773126442313,4689805155646425472,4.991423515101952,-72.08772120281384,0.2545143775081809
579576012342299027,5.379550037393242,-72.39912364194605,4689595728745207168,5.379325534900053,-72.39910591414842,0.25259559582225344
579578761121372272,5.598981864952281,-71.72049275231078,4689849647213111296,5.598773449515953,-71.72048809180423,0.2359264402775642
579578142646087383,5.042806105908071,-71.86239449699107,4689825011278874496,5.042599802917637,-71.86238298051227,0.23488304556627615
579578761121371304,5.4844458650820656,-71.74453717844702,4689849509775179904,5.484644235004259,-71.74451774838235,0.23437976012497833
579577455451311781,4.751588906520099,-72.09386814030185,4689805636682693632,4.751408276332812,-72.09389706711431,0.22544280727214364
579576768256547740,5.1568216780841185,-72.19112037479593,4689617207878280704,5.156624808188876,-72.19110857996189,0.2208708297541597
579576768256546041,4.828853868758218,-72.23700347591392,4689615245077199616,4.828660208204164,-72.23698808525342,0.2197989471307746
579578142646088642,5.054985719856061,-71.83985022453146,4689825286156797696,5.054874133667926,-71.83980073090117,0.21779121443602426
579578692401896492,6.029193926855384,-71.69253045526747,4689850510500789632,6.029018223181227,-71.69251628077843,0.20514885628637272
579576768256546694,4.789681303862231,-72.20084110508247,4689616314524849024,4.789550764860005,-72.20080214165048,0.2007735820171309
579578142646085281,4.98089650023567,-71.89779237855389,4689822782194012544,4.980733953162926,-71.89780921083415,0.1916251537106642
579576768256548649,4.8557629310805765,-72.1713218736182,4689616550747426304,4.855606815374275,-72.1713052695881,0.1821731302537811
579578692401895644,5.882402748205867,-71.6884335883332,4689851403855707904,5.882245387860466,-71.68843061528528,0.17832092231022403
579578142646081934,4.84663924336904,-71.98155173951771,4689810442749648256,4.8465051079130985,-71.98153186013934,0.16560321498459882
579578142646082993,4.844443522414471,-71.95190306921651,4689822266795636352,4.844297199812021,-71.95190367207859,0.16318971495999826
579578142646082243,4.775637073222349,-71.97373893936073,4689821888840922880,4.775507004013142,-71.97374258932679,0.14550106567463994
579578142646088171,4.962782722605554,-71.8535456588155,4689823812986100480,4.962676076813207,-71.85352267721723,0.14540364278747028
579578005207122460,5.891977918272109,-71.82705118295978,4689835628446962944,5.892083806055337,-71.82703001719875,0.14121777435426372
579578142646088501,4.9844879116224625,-71.8475542543558,4689823881703740544,4.984457843687852,-71.8475164200316,0.14031177001329945
579578142646084035,4.875166546547825,-71.92501168716002,4689822576033773056,4.875045673941323,-71.92501953210332,0.13793515874197404
579578761121372255,5.6468355102613526,-71.71291467470245,4689850025171288320,5.646833750122688,-71.71287684085661,0.1362121938031969
579578073926600593,5.421357716393519,-71.83428389526198,4689824633329505152,5.42125235570218,-71.83426517603309,0.1361081223296025
579578761121371929,5.463198843487191,-71.75256566994516,4689849479710442496,5.463085102361218,-71.75256961642717,0.12898075770483927
579578142646087378,5.0347102866162725,-71.85452835275652,4689825084296407808,5.0347426749346,-71.85449525174607,0.12458450403476695
579578142646082998,4.84348916379651,-71.94530144245527,4689822335515606528,4.843449915152816,-71.94533294252598,0.12155242296527254
579577455451312900,4.929154073583616,-71.9899516770509,4689810309609090304,4.929214076510953,-71.98992497496421,0.11703863472513015
